SN,DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
620,09-12-15,41,56,49,609,1828
621,9/13/2015,43,62,53,609,1827
622,9/14/2015,42,62,52,610,1826
623,9/15/2015,40,57,49,610,1825
624,9/16/2015,39,54,47,610,1824
625,9/17/2015,38,53,46,610,1823
626,9/18/2015,38,54,46,610,1822
627,9/19/2015,39,55,47,611,1821
628,9/20/2015,41,58,50,611,1820
629,9/21/2015,43,54,49,611,1819
630,9/22/2015,39,54,47,611,1819
631,9/23/2015,37,54,46,611,1818
632,9/24/2015,38,55,47,612,1817
633,9/25/2015,39,54,47,612,1816
634,9/26/2015,42,53,48,612,1815
635,9/27/2015,39,54,47,612,1814
636,9/28/2015,39,53,46,612,1813
637,9/29/2015,38,52,45,613,1812
638,9/30/2015,39,60,50,613,1811
639,10-01-15,39,57,48,613,1811
640,10-02-15,39,57,48,613,1810
641,10-03-15,43,63,53,614,1809
642,10-04-15,45,57,51,614,1808
643,10-05-15,42,58,50,614,1807
644,10-06-15,39,54,47,614,1806
645,10-07-15,41,62,52,615,1805
646,10-08-15,41,60,51,615,1805
647,10-09-15,40,58,49,615,1804
648,10-10-15,41,56,49,615,1803
649,10-11-15,43,60,52,616,1802
650,10-12-15,40,58,49,616,1801
651,10/13/2015,39,56,48,616,1801
652,10/14/2015,38,58,48,616,1800
653,10/15/2015,39,54,47,617,1759
654,10/16/2015,42,60,51,617,1758
655,10/17/2015,42,54,48,617,1758
656,10/18/2015,40,58,49,618,1757
657,10/19/2015,41,58,50,618,1756
658,10/20/2015,40,57,49,618,1755
659,10/21/2015,41,54,48,619,1755
660,10/22/2015,40,55,48,619,1754
661,10/23/2015,38,56,47,620,1753
662,10/24/2015,42,57,50,620,1753
663,10/25/2015,45,60,53,620,1752
664,10/26/2015,44,63,54,621,1752
665,10/27/2015,42,63,53,621,1751
666,10/28/2015,44,57,51,622,1750
667,10/29/2015,38,53,46,622,1750
668,10/30/2015,42,54,48,622,1749
669,10/31/2015,42,61,52,623,1749
670,11-01-15,41,57,49,623,1748
671,11-02-15,40,59,50,624,1748
672,11-03-15,43,57,50,624,1747
673,11-04-15,42,58,50,625,1747
674,11-05-15,40,60,50,625,1746
675,11-06-15,41,59,50,626,1746
676,11-07-15,42,60,51,626,1746
677,11-08-15,39,58,49,627,1745
678,11-09-15,37,52,45,627,1745
679,11-10-15,35,51,43,628,1745
680,11-11-15,37,53,45,628,1744
681,11-12-15,38,49,44,629,1744
682,11/13/2015,37,49,43,629,1744
683,11/14/2015,36,52,44,630,1743
684,11/15/2015,36,51,44,630,1743
685,11/16/2015,35,52,44,631,1743
686,11/17/2015,37,56,47,632,1743
687,11/18/2015,36,53,45,632,1743
688,11/19/2015,43,56,50,633,1743
689,11/20/2015,43,51,47,633,1742
690,11/21/2015,41,53,47,634,1742
691,11/22/2015,42,58,50,635,1742
692,11/23/2015,42,55,49,635,1742
693,11/24/2015,42,53,48,636,1742
694,11/25/2015,38,55,47,636,1742
695,11/26/2015,40,56,48,637,1742
696,11/27/2015,41,58,50,638,1742
697,11/28/2015,39,54,47,638,1742
698,11/29/2015,40,58,49,639,1742
699,11/30/2015,44,60,52,640,1742
700,12-01-15,43,60,52,640,1743
701,12-02-15,40,61,51,641,1743
702,12-03-15,42,57,50,641,1743
703,12-04-15,42,56,49,642,1743
704,12-05-15,39,58,49,643,1743
705,12-06-15,39,63,51,643,1743
706,12-07-15,45,63,54,644,1744
707,12-08-15,44,60,52,645,1744
708,12-09-15,41,56,49,645,1744
709,12-10-15,39,54,47,646,1745
710,12-11-15,42,53,48,646,1745
711,12-12-15,39,55,47,647,1745
712,12/13/2015,36,52,44,648,1746
713,12/14/2015,36,54,45,648,1746
714,12/15/2015,33,49,41,649,1746
715,12/16/2015,35,53,44,649,1747
716,12/17/2015,37,54,46,650,1747
717,12/18/2015,38,53,46,650,1748
718,12/19/2015,34,46,40,651,1748
719,12/20/2015,35,49,42,651,1749
720,12/21/2015,35,47,41,652,1749
721,12/22/2015,34,51,43,652,1750
722,12/23/2015,33,46,40,653,1750
723,12/24/2015,32,49,41,653,1751
724,12/25/2015,35,48,42,654,1751
725,12/26/2015,35,49,42,654,1752
726,12/27/2015,35,50,43,655,1752
727,12/28/2015,35,45,40,655,1753
728,12/29/2015,31,49,40,655,1753
729,12/30/2015,36,52,44,656,1754
730,12/31/2015,40,56,48,656,1755
731,01-01-16,38,57,48,657,1756
732,01-02-16,35,54,45,657,1756
733,01-03-16,39,54,47,657,1757
734,01-04-16,37,53,45,658,1757
735,01-05-16,34,51,43,658,1758
736,01-06-16,36,56,46,658,1759
737,01-07-16,37,58,48,658,1759
738,01-08-16,37,54,46,659,1800
739,01-09-16,40,54,47,659,1801
740,01-10-16,39,53,46,659,1801
741,01-11-16,37,57,47,659,1802
742,01-12-16,39,54,47,659,1803
743,1/13/2016,37,59,48,659,1803
744,1/14/2016,40,60,50,659,1804
745,1/15/2016,40,56,48,659,1804
746,1/16/2016,38,54,46,700,1805
747,1/17/2016,37,56,47,700,1806
748,1/18/2016,41,55,48,700,1806
749,1/19/2016,40,60,50,700,1807
750,1/20/2016,42,58,50,659,1808
751,1/21/2016,42,57,50,659,1808
752,1/22/2016,41,59,50,659,1809
753,1/23/2016,39,59,49,659,1810
754,1/24/2016,38,55,47,659,1810
755,1/25/2016,35,54,45,659,1811
756,1/26/2016,39,58,49,659,1811
757,1/27/2016,37,59,48,659,1812
758,1/28/2016,44,62,53,658,1813
759,1/29/2016,49,64,57,658,1813
760,1/30/2016,45,62,54,658,1814
761,1/31/2016,41,59,50,658,1814
762,02-01-16,36,54,45,657,1815
763,02-02-16,38,52,45,657,1816
764,02-03-16,38,55,47,657,1816
765,02-04-16,40,58,49,656,1817
766,02-05-16,37,58,48,656,1817
767,02-06-16,36,57,47,655,1818
768,02-07-16,33,47,40,655,1818
769,02-08-16,31,53,42,655,1819
770,02-09-16,37,53,45,654,1819
771,02-10-16,35,55,45,654,1820
772,02-11-16,38,54,46,653,1820
773,02-12-16,41,59,50,653,1821
774,2/13/2016,43,60,52,652,1821
775,2/14/2016,42,60,51,652,1822
776,2/15/2016,38,58,48,651,1822
777,2/16/2016,37,59,48,651,1823
778,2/17/2016,44,57,51,650,1823
779,2/18/2016,38,57,48,649,1823
780,2/19/2016,36,57,47,649,1824
781,2/20/2016,37,59,48,648,1824
782,2/21/2016,39,61,50,647,1825
783,2/22/2016,43,60,52,647,1825
784,2/23/2016,45,63,54,646,1825
785,2/24/2016,45,62,54,646,1826
786,2/25/2016,39,53,46,645,1826
787,2/26/2016,36,53,45,644,1827
788,2/27/2016,36,59,48,643,1827
789,2/28/2016,36,55,46,643,1827
790,2/29/2016,37,60,49,642,1828
791,03-01-16,40,60,50,641,1828
792,03-02-16,39,61,50,640,1828
793,03-03-16,44,57,51,640,1829
794,03-04-16,42,58,50,639,1829
795,03-05-16,39,56,48,638,1829
796,03-06-16,37,60,49,637,1830
797,03-07-16,40,58,49,637,1830
798,03-08-16,43,66,55,636,1830
799,03-09-16,40,60,50,635,1831
800,03-10-16,37,57,47,634,1831
801,03-11-16,36,52,44,633,1831
802,03-12-16,36,54,45,632,1832
803,3/13/2016,38,53,46,632,1832
804,3/14/2016,40,54,47,631,1832
805,3/15/2016,36,52,44,630,1832
806,3/16/2016,38,51,45,629,1833
807,3/17/2016,34,55,45,628,1833
808,3/18/2016,35,53,44,627,1833
809,3/19/2016,36,55,46,626,1833
810,3/20/2016,38,54,46,626,1834
811,3/21/2016,36,55,46,625,1834
812,3/22/2016,35,52,44,624,1834
813,3/23/2016,34,46,40,623,1834
814,3/24/2016,33,47,40,622,1835
815,3/25/2016,31,51,41,621,1835
816,3/26/2016,34,50,42,620,1835
817,3/27/2016,38,56,47,620,1835
818,3/28/2016,42,60,51,619,1836
819,3/29/2016,43,61,52,618,1836
820,3/30/2016,42,60,51,617,1836
821,3/31/2016,44,59,52,616,1836
822,04-01-16,42,57,50,615,1837
823,04-02-16,41,59,50,614,1837
824,04-03-16,42,62,52,614,1837
825,04-04-16,47,60,54,613,1838
826,04-05-16,44,61,53,612,1838
827,04-06-16,40,59,50,611,1838
828,04-07-16,36,60,48,610,1838
829,04-08-16,38,54,46,610,1839
830,04-09-16,40,56,48,609,1839
831,04-10-16,40,54,47,608,1839
832,04-11-16,41,60,51,607,1839
833,04-12-16,41,59,50,606,1840
834,4/13/2016,39,59,49,606,1840
835,4/14/2016,41,57,49,605,1840
836,4/15/2016,36,53,45,604,1841
837,4/16/2016,36,51,44,603,1841
838,4/17/2016,36,53,45,602,1841
839,4/18/2016,37,58,48,602,1841
840,4/19/2016,38,54,46,601,1842
841,4/20/2016,,,,600,1842
842,4/21/2016,44,55,50,600,1842
843,4/22/2016,44,56,50,559,1843
844,4/23/2016,43,57,50,558,1843
845,4/24/2016,42,59,51,558,1843
846,4/25/2016,40,55,48,557,1844
847,4/26/2016,42,57,50,556,1844
848,4/27/2016,40,61,51,556,1844
849,4/28/2016,43,57,50,555,1845
850,4/29/2016,44,61,53,554,1845
851,4/30/2016,39,57,48,554,1845
852,05-01-16,38,60,49,553,1846
853,05-02-16,45,63,54,553,1846
854,05-03-16,43,60,52,552,1846
855,05-04-16,44,65,55,552,1847
856,05-05-16,44,58,51,551,1847
857,05-06-16,41,56,49,550,1847
858,05-07-16,38,55,47,550,1848
859,05-08-16,40,53,47,550,1848
860,05-09-16,36,52,44,549,1849
861,05-10-16,34,52,43,549,1849
862,05-11-16,36,54,45,548,1849
863,05-12-16,37,53,45,548,1850
864,5/13/2016,38,50,44,547,1850
865,5/14/2016,39,61,50,547,1851
866,5/15/2016,44,59,52,547,1851
867,5/16/2016,43,60,52,546,1851
868,5/17/2016,43,60,52,546,1852
869,5/18/2016,43,58,51,546,1852
870,5/19/2016,40,61,51,545,1853
871,5/20/2016,41,57,49,545,1853
872,5/21/2016,40,58,49,545,1853
873,5/22/2016,38,56,47,545,1854
874,5/23/2016,36,51,44,544,1854
875,5/24/2016,33,51,42,544,1855
876,5/25/2016,36,49,43,544,1855
877,5/26/2016,36,52,44,544,1855
878,5/27/2016,35,52,44,544,1856
879,5/28/2016,39,51,45,543,1856
880,5/29/2016,39,53,46,543,1856
881,5/30/2016,38,55,47,543,1857
882,5/31/2016,44,54,49,543,1857
883,06-01-16,41,54,48,543,1858
884,06-02-16,40,58,49,543,1858
885,06-03-16,41,56,49,543,1858
886,06-04-16,44,60,52,543,1859
887,06-05-16,45,58,52,543,1859
888,06-06-16,44,57,51,543,1859
889,06-07-16,44,59,52,543,1900
890,06-08-16,45,58,52,543,1900
891,06-09-16,46,60,53,543,1900
892,06-10-16,44,61,53,543,1901
893,06-11-16,40,54,47,543,1901
894,06-12-16,40,58,49,543,1901
895,6/13/2016,40,58,49,544,1902
896,6/14/2016,38,57,48,544,1902
897,6/15/2016,40,55,48,544,1902
898,6/16/2016,42,61,52,544,1902
899,6/17/2016,46,60,53,544,1903
900,6/18/2016,41,60,51,544,1903
901,6/19/2016,42,60,51,545,1903
902,6/20/2016,41,57,49,545,1903
903,6/21/2016,39,56,48,545,1904
904,6/22/2016,40,56,48,545,1904
905,6/23/2016,42,56,49,545,1904
906,6/24/2016,42,58,50,546,1904
907,6/25/2016,43,56,50,546,1904
908,6/26/2016,41,55,48,546,1904
909,6/27/2016,37,53,45,546,1905
910,6/28/2016,39,53,46,547,1905
911,6/29/2016,38,54,46,547,1905
912,6/30/2016,43,58,51,547,1905
913,07-01-16,39,57,48,548,1905
914,07-02-16,43,63,53,548,1905
915,07-03-16,45,67,56,548,1905
916,07-04-16,44,58,51,549,1905
917,07-05-16,40,54,47,549,1905
918,07-06-16,38,56,47,549,1905
919,07-07-16,43,61,52,550,1905
920,07-08-16,43,60,52,550,1905
921,07-09-16,42,56,49,550,1905
922,07-10-16,39,51,45,551,1905
923,07-11-16,36,50,43,551,1905
924,07-12-16,38,52,45,551,1904
925,7/13/2016,36,54,45,552,1904
926,7/14/2016,39,56,48,552,1904
927,7/15/2016,42,57,50,553,1904
928,7/16/2016,39,57,48,553,1904
929,7/17/2016,40,54,47,553,1904
930,7/18/2016,39,49,44,554,1903
931,7/19/2016,38,52,45,554,1903
932,7/20/2016,40,55,48,554,1903
933,7/21/2016,41,62,52,555,1902
934,7/22/2016,40,57,49,555,1902
935,7/23/2016,43,52,48,556,1902
936,7/24/2016,44,51,48,556,1901
937,7/25/2016,42,58,50,556,1901
938,7/26/2016,41,59,50,557,1901
939,7/27/2016,39,57,48,557,1900
940,7/28/2016,38,59,49,557,1900
941,7/29/2016,37,58,48,558,1859
942,7/30/2016,39,57,48,558,1859
943,7/31/2016,41,55,48,558,1859
944,08-01-16,42,56,49,559,1858
945,08-02-16,40,58,49,559,1858
946,08-03-16,37,57,47,559,1857
947,08-04-16,40,58,49,600,1857
948,08-05-16,41,62,52,600,1856
949,08-06-16,37,59,48,600,1855
950,08-07-16,40,58,49,601,1855
951,08-08-16,42,60,51,601,1854
952,08-09-16,40,60,50,601,1854
953,08-10-16,42,62,52,602,1853
954,08-11-16,42,60,51,602,1852
955,08-12-16,44,61,53,602,1852
956,8/13/2016,41,54,48,603,1851
957,8/14/2016,42,53,48,603,1850
958,8/15/2016,40,56,48,603,1850
959,8/16/2016,39,56,48,603,1849
960,8/17/2016,40,60,50,604,1848
961,8/18/2016,42,59,51,604,1848
962,8/19/2016,43,57,50,604,1847
963,8/20/2016,37,59,48,604,1846
964,8/21/2016,40,54,47,605,1845
965,8/22/2016,44,49,47,605,1845
966,8/23/2016,42,53,48,605,1844
967,8/24/2016,41,53,47,605,1843
968,8/25/2016,41,54,48,606,1842
969,8/26/2016,41,58,50,606,1841
970,8/27/2016,38,54,46,606,1841
971,8/28/2016,35,53,44,606,1840
972,8/29/2016,38,50,44,607,1839
973,8/30/2016,37,58,48,607,1838
974,8/31/2016,42,49,46,607,1837
975,09-01-16,40,54,47,607,1836
976,09-02-16,41,59,50,607,1836
977,09-03-16,41,52,47,608,1835
978,09-04-16,41,52,47,608,1834
979,09-05-16,40,55,48,608,1833
980,09-06-16,39,59,49,608,1832
981,09-07-16,37,55,46,608,1831
982,09-08-16,36,52,44,609,1830
983,09-09-16,38,55,47,609,1829
984,09-10-16,39,56,48,609,1828
985,09-11-16,37,56,47,609,1828
986,09-12-16,42,57,50,609,1827
987,9/13/2016,42,57,50,610,1826
988,9/14/2016,39,52,46,610,1825
989,9/15/2016,38,46,42,610,1824
990,9/16/2016,39,54,47,610,1823
991,9/17/2016,42,55,49,610,1822
992,9/18/2016,41,57,49,611,1821
993,9/19/2016,42,60,51,611,1820
994,9/20/2016,42,59,51,611,1819
995,9/21/2016,44,59,52,611,1819
996,9/22/2016,41,55,48,611,1818
997,9/23/2016,40,55,48,612,1817
998,9/24/2016,40,54,47,612,1816
999,9/25/2016,38,55,47,612,1815
1000,9/26/2016,41,58,50,612,1814
1001,9/27/2016,37,50,44,612,1813
1002,9/28/2016,36,53,45,613,1812
1003,9/29/2016,36,59,48,613,1811
1004,9/30/2016,39,58,49,613,1811
1005,10-01-16,39,56,48,613,1810
1006,10-02-16,37,55,46,614,1809
1007,10-03-16,38,49,44,614,1808
1008,10-04-16,40,51,46,614,1807
1009,10-05-16,37,53,45,614,1806
1010,10-06-16,38,50,44,615,1805
1011,10-07-16,36,52,44,615,1805
1012,10-08-16,38,52,45,615,1804
1013,10-09-16,35,55,45,615,1803
1014,10-10-16,41,56,49,616,1802
1015,10-11-16,40,56,48,616,1801
1016,10-12-16,38,63,51,616,1801
1017,10/13/2016,42,62,52,616,1800
1018,10/14/2016,45,63,54,617,1759
1019,10/15/2016,45,64,55,617,1758
1020,10/16/2016,40,58,49,617,1758
1021,10/17/2016,39,58,49,618,1757
1022,10/18/2016,40,56,48,618,1756
1023,10/19/2016,39,57,48,618,1755
1024,10/20/2016,38,51,45,619,1755
1025,10/21/2016,38,55,47,619,1754
1026,10/22/2016,37,56,47,620,1753
1027,10/23/2016,42,62,52,620,1753
1028,10/24/2016,42,61,52,620,1752
1029,10/25/2016,38,56,47,621,1752
1030,10/26/2016,40,59,50,621,1751
1031,10/27/2016,40,58,49,622,1750
1032,10/28/2016,41,55,48,622,1750
1033,10/29/2016,38,54,46,622,1749
1034,10/30/2016,39,55,47,623,1749
1035,10/31/2016,40,56,48,623,1748
1036,11-01-16,42,55,49,624,1748
1037,11-02-16,38,58,48,624,1747
1038,11-03-16,42,59,51,625,1747
1039,11-04-16,40,58,49,625,1746
1040,11-05-16,41,58,50,626,1746
1041,11-06-16,38,59,49,626,1746
1042,11-07-16,38,56,47,627,1745
1043,11-08-16,38,53,46,627,1745
1044,11-09-16,41,54,48,628,1745
1045,11-10-16,43,54,49,628,1744
1046,11-11-16,40,54,47,629,1744
1047,11-12-16,36,54,45,629,1744
1048,11/13/2016,38,57,48,630,1743
1049,11/14/2016,41,57,49,630,1743
1050,11/15/2016,40,56,48,631,1743
1051,11/16/2016,41,54,48,632,1743
1052,11/17/2016,40,56,48,632,1743
1053,11/18/2016,40,57,49,633,1743
1054,11/19/2016,41,58,50,633,1742
1055,11/20/2016,41,54,48,634,1742
1056,11/21/2016,38,53,46,635,1742
1057,11/22/2016,36,52,44,635,1742
1058,11/23/2016,41,57,49,636,1742
1059,11/24/2016,39,55,47,636,1742
1060,11/25/2016,39,56,48,637,1742
1061,11/26/2016,42,57,50,638,1742
1062,11/27/2016,41,56,49,638,1742
1063,11/28/2016,38,54,46,639,1742
1064,11/29/2016,38,52,45,640,1742
1065,11/30/2016,34,46,40,640,1743
1066,12-01-16,31,37,34,641,1743
1067,12-02-16,32,38,35,641,1743
1068,12-03-16,35,44,40,642,1743
1069,12-04-16,37,44,41,643,1743
1070,12-05-16,42,52,47,643,1743
1071,12-06-16,40,52,46,644,1744
1072,12-07-16,37,49,43,645,1744
1073,12-08-16,40,51,46,645,1744
1074,12-09-16,39,50,45,646,1745
1075,12-10-16,39,43,41,646,1745
1076,12-11-16,37,50,44,647,1745
1077,12-12-16,36,49,43,648,1746
1078,12/13/2016,36,48,42,648,1746
1079,12/14/2016,36,53,45,649,1746
1080,12/15/2016,33,55,44,649,1747
1081,12/16/2016,34,44,39,650,1747
1082,12/17/2016,35,48,42,650,1748
1083,12/18/2016,33,41,37,651,1748
1084,12/19/2016,37,50,44,651,1749
1085,12/20/2016,38,51,45,652,1749
1086,12/21/2016,37,53,45,652,1750
1087,12/22/2016,38,56,47,653,1750
1088,12/23/2016,39,55,47,653,1751
1089,12/24/2016,37,56,47,654,1751
1090,12/25/2016,36,48,42,654,1752
1091,12/26/2016,35,49,42,655,1752
1092,12/27/2016,35,53,44,655,1753
1093,12/28/2016,35,51,43,655,1753
1094,12/29/2016,29,45,37,656,1754
1095,12/30/2016,33,45,39,656,1755
1096,12/31/2016,33,43,38,657,1755
1097,01-01-17,31,46,39,657,1756
1098,01-02-17,34,52,43,657,1756
1099,01-03-17,35,51,43,657,1757
1100,01-04-17,34,50,42,658,1757
1101,01-05-17,33,46,40,658,1758
1102,01-06-17,34,48,41,658,1759
1103,01-07-17,33,48,41,658,1759
1104,01-08-17,33,52,43,659,1800
1105,01-09-17,39,55,47,659,1801
1106,01-10-17,36,53,45,659,1801
1107,01-11-17,34,50,42,659,1802
1108,01-12-17,29,49,39,659,1803
1109,1/13/2017,34,52,43,659,1803
1110,1/14/2017,37,50,44,659,1804
1111,1/15/2017,35,55,45,659,1804
1112,1/16/2017,38,51,45,700,1805
1113,1/17/2017,39,54,47,700,1806
1114,1/18/2017,38,54,46,700,1806
1115,1/19/2017,43,57,50,700,1807
1116,1/20/2017,41,61,51,659,1808
1117,1/21/2017,36,54,45,659,1808
1118,1/22/2017,34,49,42,659,1809
1119,1/23/2017,31,48,40,659,1810
1120,1/24/2017,30,45,38,659,1810
1121,1/25/2017,29,50,40,659,1811
1122,1/26/2017,38,54,46,659,1811
1123,1/27/2017,42,59,51,659,1812
1124,1/28/2017,36,55,46,658,1813
1125,1/29/2017,34,52,43,658,1813
1126,1/30/2017,31,49,40,658,1814
1127,1/31/2017,33,52,43,658,1814
1128,02-01-17,32,48,40,657,1815
1129,02-02-17,31,51,41,657,1816
1130,02-03-17,34,47,41,657,1816
1131,02-04-17,33,52,43,656,1817
1132,02-05-17,40,57,49,656,1817
1133,02-06-17,41,55,48,655,1818
1134,02-07-17,38,51,45,655,1818
1135,02-08-17,38,54,46,655,1819
1136,02-09-17,40,55,48,654,1819
1137,02-10-17,44,56,50,654,1820
1138,02-11-17,33,53,43,653,1820
1139,02-12-17,32,53,43,653,1821
1140,2/13/2017,38,56,47,652,1821
1141,2/14/2017,41,58,50,652,1822
1142,2/15/2017,41,56,49,651,1822
1143,2/16/2017,37,57,47,651,1823
1144,2/17/2017,40,57,49,650,1823
1145,2/18/2017,37,52,45,649,1823
1146,2/19/2017,32,47,40,649,1824
1147,2/20/2017,28,46,37,648,1824
1148,2/21/2017,25,40,33,647,1825
1149,2/22/2017,27,42,35,647,1825
1150,2/23/2017,25,42,34,646,1825
1151,2/24/2017,25,45,35,646,1826
1152,2/25/2017,31,47,39,645,1826
1153,2/26/2017,36,43,40,644,1827
1154,2/27/2017,33,43,38,643,1827
1155,2/28/2017,34,43,39,643,1827
1156,03-01-17,33,44,39,642,1828
1157,03-02-17,34,48,41,641,1828
1158,03-03-17,34,52,43,640,1828
1159,03-04-17,33,53,43,640,1829
1160,03-05-17,36,51,44,639,1829
1161,03-06-17,34,50,42,638,1829
1162,03-07-17,34,52,43,637,1830
1163,03-08-17,36,49,43,637,1830
1164,03-09-17,35,46,41,636,1830
1165,03-10-17,33,48,41,635,1831
1166,03-11-17,31,42,37,634,1831
1167,03-12-17,31,45,38,633,1831
1168,3/13/2017,34,50,42,632,1832
1169,3/14/2017,35,54,45,632,1832
1170,3/15/2017,38,56,47,631,1832
1171,3/16/2017,35,55,45,630,1832
1172,3/17/2017,36,56,46,629,1833
1173,3/18/2017,39,59,49,628,1833
1174,3/19/2017,40,55,48,627,1833
1175,3/20/2017,38,56,47,626,1833
1176,3/21/2017,39,60,50,626,1834
1177,3/22/2017,41,61,51,625,1834
1178,3/23/2017,36,51,44,624,1834
1179,3/24/2017,38,58,48,623,1834
1180,3/25/2017,35,56,46,622,1835
1181,3/26/2017,35,57,46,621,1835
1182,3/27/2017,39,59,49,620,1835
1183,3/28/2017,40,56,48,620,1835
1184,3/29/2017,41,58,50,619,1836
1185,3/30/2017,37,56,47,618,1836
1186,3/31/2017,39,53,46,617,1836
1187,04-01-17,35,54,45,616,1836
1188,04-02-17,36,54,45,615,1837
1189,04-03-17,38,55,47,614,1837
1190,04-04-17,41,61,51,614,1837
1191,04-05-17,46,64,55,613,1838
1192,04-06-17,45,62,54,612,1838
1193,04-07-17,46,63,55,611,1838
1194,04-08-17,42,64,53,610,1838
1195,04-09-17,41,57,49,610,1839
1196,04-10-17,38,53,46,609,1839
1197,04-11-17,36,56,46,608,1839
1198,04-12-17,34,48,41,607,1839
1199,4/13/2017,36,55,46,606,1840
1200,4/14/2017,34,47,41,606,1840
1201,4/15/2017,34,51,43,605,1840
1202,4/16/2017,37,53,45,604,1841
1203,4/17/2017,35,54,45,603,1841
1204,4/18/2017,36,52,44,602,1841
1205,4/19/2017,,,,602,1841
1206,4/20/2017,35,53,44,601,1842
1207,4/21/2017,35,56,46,600,1842
1208,4/22/2017,38,61,50,600,1842
1209,4/23/2017,39,55,47,559,1843
1210,4/24/2017,38,55,47,558,1843
1211,4/25/2017,40,60,50,558,1843
1212,4/26/2017,44,59,52,557,1844
1213,4/27/2017,42,58,50,556,1844
1214,4/28/2017,35,53,44,556,1844
1215,4/29/2017,36,50,43,555,1845
1216,4/30/2017,35,44,40,554,1845
1217,05-01-17,35,46,41,554,1845
1218,05-02-17,35,49,42,553,1846
1219,05-03-17,36,47,42,553,1846
1220,05-04-17,38,60,49,552,1846
1221,05-05-17,38,60,49,552,1847
1222,05-06-17,40,61,51,551,1847
1223,05-07-17,39,56,48,550,1847
1224,05-08-17,38,57,48,550,1848
1225,05-09-17,36,56,46,550,1848
1226,05-10-17,35,53,44,549,1849
1227,05-11-17,36,50,43,549,1849
1228,05-12-17,37,58,48,548,1849
